receita_id,receita_id _Validação,itens_id,quantidade,usuario_email,admin_acesso,custo_total_receita,t_validacao_duplicidade_adicionar,quantidade_duplicado,nome,custo_insumo,quantidade_insumo,insumo_receita_itens,custo_receita,custo_total_r,unidade_medida,tipo_insumo,custo_subproduto,quantidade_subproduto,custo_receita_subproduto,nome copy
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,5BnJCLggSRSebqG9UcXs.Q,"0,2",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQ5BnJCLggSRSebqG9UcXs.Q,1,filé de frango,17,1,filé de frango,"3,4","3,4",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,OoGiKWkETGStA.mxhfwQmA,"0,04",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQOoGiKWkETGStA.mxhfwQmA,1,tomate,"7,99",1,tomate,"0,3196","0,3196",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,R3EXOnHQQ-uuo92G404ckA,"0,1",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQR3EXOnHQQ-uuo92G404ckA,1,mussarela,"27,5",1,mussarela,"2,75","2,75",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,mm4b9g7hQTKigOGNkwSopg,"0,03",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQmm4b9g7hQTKigOGNkwSopg,1,cogumelo champignon,"39,5",1,cogumelo champignon,"1,185","1,185",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,mKlukDblROCgzEGra22tPQ,"0,01",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQmKlukDblROCgzEGra22tPQ,1,azeitona verde com caroço,22,1,azeitona verde com caroço,"0,22","0,22",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,IiX8THVlTkaGnJ0jPeptsw,"0,001",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQIiX8THVlTkaGnJ0jPeptsw,1,oregano,"16,9","0,5",oregano,"0,0338","0,0338",Quilogramas (kg),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,EXXYqn5gReGvK0if.ieG-A,"0,2",cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"0,8592","0,8592",Litros (l),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,kz9CqV9CQiSCuTrPbUVv7w,1,cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQkz9CqV9CQiSCuTrPbUVv7w,1,caixa de pizza broto 4 fatias,"1,7",1,caixa de pizza broto 4 fatias,"1,7","1,7",Unidades (pcs),,,,,
rloq1HQXQRiOAyxrZVXcpQ,rloq1HQXQRiOAyxrZVXcpQ,C0cuW91TRCCY8zC73LdLBA,1,cassianegonzales12@gmail.com,Admin,"14,6260361111",rloq1HQXQRiOAyxrZVXcpQC0cuW91TRCCY8zC73LdLBA,1,borda de requeijão (P),,1,borda de requeijão (P),"0,4844444444","0,4844444444",,true,"0,4844444444","0,08","0,4844444444",
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,aa7gUTFrQEWUOa8jbhbSUQ,"0,07",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAaa7gUTFrQEWUOa8jbhbSUQ,1,batata palha,"8,9","0,5",batata palha,"1,246","1,246",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,Bby47PehT0SP4vJmUcPHZg,"0,07",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XABby47PehT0SP4vJmUcPHZg,1,Molho Pizza,"49,98",8,Molho Pizza,"0,437325","0,437325",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,tu62-40qSKCDnrEIzlC4uQ,"0,1",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAtu62-40qSKCDnrEIzlC4uQ,1,requeijão dallora,44,"1,5",requeijão dallora,"2,9333333333","2,9333333333",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,5BnJCLggSRSebqG9UcXs.Q,"0,3",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XA5BnJCLggSRSebqG9UcXs.Q,1,filé de frango,17,1,filé de frango,"5,1","5,1",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,OoGiKWkETGStA.mxhfwQmA,"0,06",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAOoGiKWkETGStA.mxhfwQmA,1,tomate,"7,99",1,tomate,"0,4794","0,4794",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,R3EXOnHQQ-uuo92G404ckA,"0,12",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAR3EXOnHQQ-uuo92G404ckA,1,mussarela,"27,5",1,mussarela,"3,3","3,3",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,mm4b9g7hQTKigOGNkwSopg,"0,05",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAmm4b9g7hQTKigOGNkwSopg,1,cogumelo champignon,"39,5",1,cogumelo champignon,"1,975","1,975",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,mKlukDblROCgzEGra22tPQ,"0,01",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAmKlukDblROCgzEGra22tPQ,1,azeitona verde com caroço,22,1,azeitona verde com caroço,"0,22","0,22",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,IiX8THVlTkaGnJ0jPeptsw,"0,001",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAIiX8THVlTkaGnJ0jPeptsw,1,oregano,"16,9","0,5",oregano,"0,0338","0,0338",Quilogramas (kg),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,EXXYqn5gReGvK0if.ieG-A,"0,3",cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"1,2888","1,2888",Litros (l),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,DIlxCygRT42NZfDJlAZ.uQ,1,cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XADIlxCygRT42NZfDJlAZ.uQ,1,caixa de pizza media 6 fatias,"1,9",1,caixa de pizza media 6 fatias,"1,9","1,9",Unidades (pcs),,,,,
iGWjNw49T1aZ.4s2Dfu4XA,iGWjNw49T1aZ.4s2Dfu4XA,gmNsRwDWQqOSe9eNrTC0cg,1,cassianegonzales12@gmail.com,Admin,"19,5192138889",iGWjNw49T1aZ.4s2Dfu4XAgmNsRwDWQqOSe9eNrTC0cg,1,borda de requeijão  (M),,1,borda de requeijão  (M),"0,6055555556","0,6055555556",,true,"0,6055555556","0,1","0,6055555556",
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,aa7gUTFrQEWUOa8jbhbSUQ,"0,1",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwaa7gUTFrQEWUOa8jbhbSUQ,1,batata palha,"8,9","0,5",batata palha,"1,78","1,78",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,Bby47PehT0SP4vJmUcPHZg,"0,07",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwBby47PehT0SP4vJmUcPHZg,1,Molho Pizza,"49,98",8,Molho Pizza,"0,437325","0,437325",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,tu62-40qSKCDnrEIzlC4uQ,"0,12",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwtu62-40qSKCDnrEIzlC4uQ,1,requeijão dallora,44,"1,5",requeijão dallora,"3,52","3,52",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,5BnJCLggSRSebqG9UcXs.Q,"0,5",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlw5BnJCLggSRSebqG9UcXs.Q,1,filé de frango,17,1,filé de frango,"8,5","8,5",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,OoGiKWkETGStA.mxhfwQmA,"0,08",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwOoGiKWkETGStA.mxhfwQmA,1,tomate,"7,99",1,tomate,"0,6392","0,6392",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,R3EXOnHQQ-uuo92G404ckA,"0,2",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwR3EXOnHQQ-uuo92G404ckA,1,mussarela,"27,5",1,mussarela,"5,5","5,5",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,mm4b9g7hQTKigOGNkwSopg,"0,07",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwmm4b9g7hQTKigOGNkwSopg,1,cogumelo champignon,"39,5",1,cogumelo champignon,"2,765","2,765",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,mKlukDblROCgzEGra22tPQ,"0,01",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwmKlukDblROCgzEGra22tPQ,1,azeitona verde com caroço,22,1,azeitona verde com caroço,"0,22","0,22",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,IiX8THVlTkaGnJ0jPeptsw,"0,001",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwIiX8THVlTkaGnJ0jPeptsw,1,oregano,"16,9","0,5",oregano,"0,0338","0,0338",Quilogramas (kg),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,EXXYqn5gReGvK0if.ieG-A,"0,35",cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"1,5036","1,5036",Litros (l),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,ZBRMq5BqSR2KBbcYiqD4jA,1,cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlwZBRMq5BqSR2KBbcYiqD4jA,1,caixa de pizza grande 8 fatias,"2,2",1,caixa de pizza grande 8 fatias,"2,2","2,2",Unidades (pcs),,,,,
H5dS7cCSSYueEEFYv9ADlw,H5dS7cCSSYueEEFYv9ADlw,1q6G6YXfSyGtUMW0BGjWxQ,1,cassianegonzales12@gmail.com,Admin,"28,0072583333",H5dS7cCSSYueEEFYv9ADlw1q6G6YXfSyGtUMW0BGjWxQ,1,Borda de requeijão (G),,1,Borda de requeijão (G),"0,9083333333","0,9083333333",,true,"0,9083333333","0,15","0,9083333333",
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,aa7gUTFrQEWUOa8jbhbSUQ,"0,15",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQaa7gUTFrQEWUOa8jbhbSUQ,1,batata palha,"8,9","0,5",batata palha,"2,67","2,67",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,Bby47PehT0SP4vJmUcPHZg,"0,07",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQBby47PehT0SP4vJmUcPHZg,1,Molho Pizza,"49,98",8,Molho Pizza,"0,437325","0,437325",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,tu62-40qSKCDnrEIzlC4uQ,"0,17",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQtu62-40qSKCDnrEIzlC4uQ,1,requeijão dallora,44,"1,5",requeijão dallora,"4,9866666667","4,9866666667",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,5BnJCLggSRSebqG9UcXs.Q,"0,7",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQ5BnJCLggSRSebqG9UcXs.Q,1,filé de frango,17,1,filé de frango,"11,9","11,9",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,OoGiKWkETGStA.mxhfwQmA,"0,1",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQOoGiKWkETGStA.mxhfwQmA,1,tomate,"7,99",1,tomate,"0,799","0,799",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,R3EXOnHQQ-uuo92G404ckA,"0,3",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQR3EXOnHQQ-uuo92G404ckA,1,mussarela,"27,5",1,mussarela,"8,25","8,25",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,mm4b9g7hQTKigOGNkwSopg,"0,09",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQmm4b9g7hQTKigOGNkwSopg,1,cogumelo champignon,"39,5",1,cogumelo champignon,"3,555","3,555",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,mKlukDblROCgzEGra22tPQ,"0,01",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQmKlukDblROCgzEGra22tPQ,1,azeitona verde com caroço,22,1,azeitona verde com caroço,"0,22","0,22",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,IiX8THVlTkaGnJ0jPeptsw,"0,001",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQIiX8THVlTkaGnJ0jPeptsw,1,oregano,"16,9","0,5",oregano,"0,0338","0,0338",Quilogramas (kg),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,EXXYqn5gReGvK0if.ieG-A,"0,44",cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"1,89024","1,89024",Litros (l),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,P0A9iIcsSbGpB6U9Hfhkww,1,cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQP0A9iIcsSbGpB6U9Hfhkww,1,caixa de pizza extra grande 10 fatias,3,1,caixa de pizza extra grande 10 fatias,3,3,Unidades (pcs),,,,,
PPk54VnlR9iIuEqAfF6NcQ,PPk54VnlR9iIuEqAfF6NcQ,m95INFP2TNi6CiNpioA46A,1,cassianegonzales12@gmail.com,Admin,"38,9531427778",PPk54VnlR9iIuEqAfF6NcQm95INFP2TNi6CiNpioA46A,1,Borda de requeijão (GG),,,Borda de requeijão (GG),"1,2111111111","1,2111111111",,true,"1,2111111111","0,2","1,2111111111",
XRyxKNAVTEirygceAHZfqg,XRyxKNAVTEirygceAHZfqg,vs4QwfgbRJmArlTIAnIizg,"0,05",cassianegonzales12@gmail.com,Admin,"9,2366",XRyxKNAVTEirygceAHZfqgvs4QwfgbRJmArlTIAnIizg,1,chocolate granulado,24,1,chocolate granulado,"1,2","1,2",Gramas (g),,,,,
XRyxKNAVTEirygceAHZfqg,XRyxKNAVTEirygceAHZfqg,EXXYqn5gReGvK0if.ieG-A,"0,2",cassianegonzales12@gmail.com,Admin,"9,2366",XRyxKNAVTEirygceAHZfqgEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"0,8592","0,8592",Litros (l),,,,,
XRyxKNAVTEirygceAHZfqg,XRyxKNAVTEirygceAHZfqg,kz9CqV9CQiSCuTrPbUVv7w,1,cassianegonzales12@gmail.com,Admin,"9,2366",XRyxKNAVTEirygceAHZfqgkz9CqV9CQiSCuTrPbUVv7w,1,caixa de pizza broto 4 fatias,"1,7",1,caixa de pizza broto 4 fatias,"1,7","1,7",Unidades (pcs),,,,,
XRyxKNAVTEirygceAHZfqg,XRyxKNAVTEirygceAHZfqg,xIvV9mx3SjGXwXtR1K.tdQ,1,cassianegonzales12@gmail.com,Admin,"9,2366",XRyxKNAVTEirygceAHZfqgxIvV9mx3SjGXwXtR1K.tdQ,1,borda de chocolate (P),,,borda de chocolate (P),"2,0424","2,0424",,true,"2,0424","0,08","2,0424",
XRyxKNAVTEirygceAHZfqg,XRyxKNAVTEirygceAHZfqg,rE5pdgitTLKAh10pyb0N2A,"0,15",cassianegonzales12@gmail.com,Admin,"9,2366",XRyxKNAVTEirygceAHZfqgrE5pdgitTLKAh10pyb0N2A,1,brigadeiro,"22,9",1,brigadeiro,"3,435","3,435",Quilogramas (kg),,,,,
uYTVt59mRxWZ8sebfVqsUw,uYTVt59mRxWZ8sebfVqsUw,vs4QwfgbRJmArlTIAnIizg,"0,07",cassianegonzales12@gmail.com,Admin,"11,3722",uYTVt59mRxWZ8sebfVqsUwvs4QwfgbRJmArlTIAnIizg,1,chocolate granulado,24,1,chocolate granulado,"1,68","1,68",Gramas (g),,,,,
uYTVt59mRxWZ8sebfVqsUw,uYTVt59mRxWZ8sebfVqsUw,EXXYqn5gReGvK0if.ieG-A,"0,2",cassianegonzales12@gmail.com,Admin,"11,3722",uYTVt59mRxWZ8sebfVqsUwEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"0,8592","0,8592",Litros (l),,,,,
uYTVt59mRxWZ8sebfVqsUw,uYTVt59mRxWZ8sebfVqsUw,kz9CqV9CQiSCuTrPbUVv7w,1,cassianegonzales12@gmail.com,Admin,"11,3722",uYTVt59mRxWZ8sebfVqsUwkz9CqV9CQiSCuTrPbUVv7w,1,caixa de pizza broto 4 fatias,"1,7",1,caixa de pizza broto 4 fatias,"1,7","1,7",Unidades (pcs),,,,,
uYTVt59mRxWZ8sebfVqsUw,uYTVt59mRxWZ8sebfVqsUw,wfKWZu6nS6W2cVFNWuYK8Q,1,cassianegonzales12@gmail.com,Admin,"11,3722",uYTVt59mRxWZ8sebfVqsUwwfKWZu6nS6W2cVFNWuYK8Q,1,Borda de chocolate (M),,,Borda de chocolate (M),"2,553","2,553",,true,"2,553","0,1","2,553",
uYTVt59mRxWZ8sebfVqsUw,uYTVt59mRxWZ8sebfVqsUw,rE5pdgitTLKAh10pyb0N2A,"0,2",cassianegonzales12@gmail.com,Admin,"11,3722",uYTVt59mRxWZ8sebfVqsUwrE5pdgitTLKAh10pyb0N2A,1,brigadeiro,"22,9",1,brigadeiro,"4,58","4,58",Quilogramas (kg),,,,,
x15Bg7UbR.-M4418AddnGA,x15Bg7UbR.-M4418AddnGA,vs4QwfgbRJmArlTIAnIizg,"0,1",cassianegonzales12@gmail.com,Admin,"15,6581",x15Bg7UbR.-M4418AddnGAvs4QwfgbRJmArlTIAnIizg,1,chocolate granulado,24,1,chocolate granulado,"2,4","2,4",Gramas (g),,,,,
x15Bg7UbR.-M4418AddnGA,x15Bg7UbR.-M4418AddnGA,EXXYqn5gReGvK0if.ieG-A,"0,35",cassianegonzales12@gmail.com,Admin,"15,6581",x15Bg7UbR.-M4418AddnGAEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"1,5036","1,5036",Litros (l),,,,,
x15Bg7UbR.-M4418AddnGA,x15Bg7UbR.-M4418AddnGA,ZBRMq5BqSR2KBbcYiqD4jA,1,cassianegonzales12@gmail.com,Admin,"15,6581",x15Bg7UbR.-M4418AddnGAZBRMq5BqSR2KBbcYiqD4jA,1,caixa de pizza grande 8 fatias,"2,2",1,caixa de pizza grande 8 fatias,"2,2","2,2",Unidades (pcs),,,,,
x15Bg7UbR.-M4418AddnGA,x15Bg7UbR.-M4418AddnGA,CSVFhRsPSAG5J2dKBgMr4w,1,cassianegonzales12@gmail.com,Admin,"15,6581",x15Bg7UbR.-M4418AddnGACSVFhRsPSAG5J2dKBgMr4w,1,Borda de chocolate (G),,,Borda de chocolate (G),"3,8295","3,8295",,true,"3,8295","0,15","3,8295",
x15Bg7UbR.-M4418AddnGA,x15Bg7UbR.-M4418AddnGA,rE5pdgitTLKAh10pyb0N2A,"0,25",cassianegonzales12@gmail.com,Admin,"15,6581",x15Bg7UbR.-M4418AddnGArE5pdgitTLKAh10pyb0N2A,1,brigadeiro,"22,9",1,brigadeiro,"5,725","5,725",Quilogramas (kg),,,,,
C-Etc84SQPOKMldNih.NHA,C-Etc84SQPOKMldNih.NHA,vs4QwfgbRJmArlTIAnIizg,"0,15",cassianegonzales12@gmail.com,Admin,"20,46624",C-Etc84SQPOKMldNih.NHAvs4QwfgbRJmArlTIAnIizg,1,chocolate granulado,24,1,chocolate granulado,"3,6","3,6",Gramas (g),,,,,
C-Etc84SQPOKMldNih.NHA,C-Etc84SQPOKMldNih.NHA,EXXYqn5gReGvK0if.ieG-A,"0,44",cassianegonzales12@gmail.com,Admin,"20,46624",C-Etc84SQPOKMldNih.NHAEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"1,89024","1,89024",Litros (l),,,,,
C-Etc84SQPOKMldNih.NHA,C-Etc84SQPOKMldNih.NHA,P0A9iIcsSbGpB6U9Hfhkww,1,cassianegonzales12@gmail.com,Admin,"20,46624",C-Etc84SQPOKMldNih.NHAP0A9iIcsSbGpB6U9Hfhkww,1,caixa de pizza extra grande 10 fatias,3,1,caixa de pizza extra grande 10 fatias,3,3,Unidades (pcs),,,,,
C-Etc84SQPOKMldNih.NHA,C-Etc84SQPOKMldNih.NHA,mKZOqmFSQxar53P-bs8DfA,1,cassianegonzales12@gmail.com,Admin,"20,46624",C-Etc84SQPOKMldNih.NHAmKZOqmFSQxar53P-bs8DfA,1,Borda de chocolate (GG),,,Borda de chocolate (GG),"5,106","5,106",,true,"5,106","0,2","5,106",
C-Etc84SQPOKMldNih.NHA,C-Etc84SQPOKMldNih.NHA,rE5pdgitTLKAh10pyb0N2A,"0,3",cassianegonzales12@gmail.com,Admin,"20,46624",C-Etc84SQPOKMldNih.NHArE5pdgitTLKAh10pyb0N2A,1,brigadeiro,"22,9",1,brigadeiro,"6,87","6,87",Quilogramas (kg),,,,,
I6FQjemNSlGLNHW9InFJXA,I6FQjemNSlGLNHW9InFJXA,xIvV9mx3SjGXwXtR1K.tdQ,1,cassianegonzales12@gmail.com,Admin,"10,0311",I6FQjemNSlGLNHW9InFJXAxIvV9mx3SjGXwXtR1K.tdQ,1,borda de chocolate (P),,,borda de chocolate (P),"2,0424","2,0424",,true,"2,0424","0,08","2,0424",
I6FQjemNSlGLNHW9InFJXA,I6FQjemNSlGLNHW9InFJXA,sQuDkp7xSqmyQ3nzDOld6g,"0,15",cassianegonzales12@gmail.com,Admin,"10,0311",I6FQjemNSlGLNHW9InFJXAsQuDkp7xSqmyQ3nzDOld6g,1,chocolate ao leite,"25,53",1,chocolate ao leite,"3,8295","3,8295",Quilogramas (kg),,,,,
I6FQjemNSlGLNHW9InFJXA,I6FQjemNSlGLNHW9InFJXA,fEKYxpEMS16M4kw1QGgDiw,2,cassianegonzales12@gmail.com,Admin,"10,0311",I6FQjemNSlGLNHW9InFJXAfEKYxpEMS16M4kw1QGgDiw,1,bombom,"0,8",1,bombom,"1,6","1,6",Unidades (pcs),,,,,
I6FQjemNSlGLNHW9InFJXA,I6FQjemNSlGLNHW9InFJXA,EXXYqn5gReGvK0if.ieG-A,"0,2",cassianegonzales12@gmail.com,Admin,"10,0311",I6FQjemNSlGLNHW9InFJXAEXXYqn5gReGvK0if.ieG-A,1,Massa pizza,"21,48",5,Massa pizza,"0,8592","0,8592",Litros (l),,,,,
I6FQjemNSlGLNHW9InFJXA,I6FQjemNSlGLNHW9InFJXA,kz9CqV9CQiSCuTrPbUVv7w,1,cassianegonzales12@gmail.com,Admin,"10,0311",I6FQjemNSlGLNHW9InFJXAkz9CqV9CQiSCuTrPbUVv7w,1,caixa de pizza broto 4 fatias,"1,7",1,caixa de pizza broto 4 fatias,"1,7","1,7",Unidades (pcs),,,,,
a.BftKOD-RvO2OJafzeTKPg,a.BftKOD-RvO2OJafzeTKPg,wfKWZu6nS6W2cVFNWuYK8Q,1,cassianegonzales12@gmail.com,Admin,"12,4478",a.BftKOD-RvO2OJafzeTKPgwfKWZu6nS6W2cVFNWuYK8Q,1,Borda de chocolate (M),,,Borda de chocolate (M),"2,553","2,553",,true,"2,553","0,1","2,553",
a.BftKOD-RvO2OJafzeTKPg,a.BftKOD-RvO2OJafzeTKPg,sQuDkp7xSqmyQ3nzDOld6g,"0,2",cassianegonzales12@gmail.com,Admin,"12,4478",a.BftKOD-RvO2OJafzeTKPgsQuDkp7xSqmyQ3nzDOld6g,1,chocolate ao leite,"25,53",1,chocolate ao leite,"5,106","5,106",Quilogramas (kg),,,,,
a.BftKOD-RvO2OJafzeTKPg,a.BftKOD-RvO2OJafzeTKPg,fEKYxpEMS16M4kw1QGgDiw,2,cassianegonzales12@gmail.com,Admin,"12,4478",a.BftKOD-RvO2OJafzeTKPgfEKYxpEMS16M4kw1QGgDiw,1,bombom,"0,8",1,bombom,"1,6","1,6",Unidades (pcs),,,,,
