🔒 Row ID,usuario_email,admin_acesso,nome,preco_venda,rendimento_receita,ticket_medio,ticket_medio copy,preco_medio,custo_total_receita,cmv,cmv_porcentagem,cmv_porcentagem copy copy,t_cmv,produto_p_pedido,despesa_variavel,margem_cont,margem_cont_porcentagem,t_margem_cont,t_margem_cont copy,R_margem_cliente,R_margem_cliente_a,R_margem_media,R_margem_media_cliente,custo_subproduto,status,preco_venda copy,preco_venda copy cli,preco_venda_status_ativo,if_margem_media,if_margem_media_cli,if_margem_media_ativo,if_margem_media_ativo_cli,R_margem_media copy,R_margem_media copy copy,margem_cont_porcentagem_ativo,cmv_porcentagem_ativo,cmv_porcentagem_ativo copy
LV6ZGCl8Q2uL2mEsHxk02Q,verenaferraz26@gmail.com,Admin,PIZZA BACON GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","23,72652","23,72652","26,9926279863","34,3277773256","R$ 23,73 (26,99%)","1,2992208485",5,"59,77848","68,0073720137","R$ 59,78 (68,01%)","R$ 59,78 (68,01%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
MIxIGNDuRiK6YOfTjpuJWQ,verenaferraz26@gmail.com,Admin,PIZZA MARGUERITA TRADICIONAL GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","18,19746","18,19746","20,7024573379","34,3277773256","R$ 18,20 (20,70%)","1,2992208485",5,"65,30754","74,2975426621","R$ 65,31 (74,30%)","R$ 65,31 (74,30%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
lDZr.PV0S6SFAFO4CGfTJg,verenaferraz26@gmail.com,Admin,PIZZA PORTUGUESA GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","26,4651","26,4651","30,1081911263","34,3277773256","R$ 26,47 (30,11%)","1,2992208485",5,"57,0399","64,8918088737","R$ 57,04 (64,89%)","R$ 57,04 (64,89%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
t41RFWEBRsmPgc1QKaGvuQ,verenaferraz26@gmail.com,Admin,PIZZA BAIANA GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","22,3505","22,3505","25,4271899886","34,3277773256","R$ 22,35 (25,43%)","1,2992208485",5,"61,1545","69,5728100114","R$ 61,15 (69,57%)","R$ 61,15 (69,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
w-zXhcy.TNG5ALUhG1sLVg,verenaferraz26@gmail.com,Admin,PIZZA FRANGO COM CATUPIRY GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","26,61088","26,61088","30,2740386803","34,3277773256","R$ 26,61 (30,27%)","1,2992208485",5,"56,89412","64,7259613197","R$ 56,89 (64,73%)","R$ 56,89 (64,73%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
A8Jor4k-Txq1QrugWqysMQ,verenaferraz26@gmail.com,Admin,PIZZA BROCOLIS GRANDE,"R$ 87,90",1,44,"144,32","33,8664516129","28,28062","28,28062","32,173629124","34,3277773256","R$ 28,28 (32,17%)","1,2992208485",5,"55,22438","62,826370876","R$ 55,22 (62,83%)","R$ 55,22 (62,83%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a.pbdN2IGStuvglGgSzYCiw,verenaferraz26@gmail.com,Admin,PIZZA PAULO COTRIN GRANDE,"R$ 92,90",1,44,"144,32","33,8664516129","37,62556","37,62556","40,5011410118","34,3277773256","R$ 37,63 (40,50%)","1,2992208485",5,"50,62944","54,4988589882","R$ 50,63 (54,50%)","R$ 50,63 (54,50%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
QXTOWV69RRuPL8IMTO.RAw,verenaferraz26@gmail.com,Admin,PIZZA GONGORZOLA GRANDE,"R$ 94,90",1,44,"144,32","33,8664516129","28,54284","28,54284","30,0767544784","34,3277773256","R$ 28,54 (30,08%)","1,2992208485",5,"61,61216","64,9232455216","R$ 61,61 (64,92%)","R$ 61,61 (64,92%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
M8nheDosT7ed0Qmbfiummw,verenaferraz26@gmail.com,Admin,PIZZA ESCAROLA,"R$ 92,90",1,44,"144,32","33,8664516129","30,42","30,42","32,7448869752","34,3277773256","R$ 30,42 (32,74%)","1,2992208485",5,"57,835","62,2551130248","R$ 57,84 (62,26%)","R$ 57,84 (62,26%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
c7o1rTdQT2OvNC6469AusA,verenaferraz26@gmail.com,Admin,PIZZA ORIENTAL GRANDE,"R$ 92,90",1,44,"144,32","33,8664516129","35,53606","35,53606","38,2519483315","34,3277773256","R$ 35,54 (38,25%)","1,2992208485",5,"52,71894","56,7480516685","R$ 52,72 (56,75%)","R$ 52,72 (56,75%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CKYPnF2UScSOHQJCSm3aww,verenaferraz26@gmail.com,Admin,PIZZA RÚCULA COM TOMATE SECO GRANDE,"R$ 93,90",1,44,"144,32","33,8664516129","23,10306","23,10306","24,6038977636","34,3277773256","R$ 23,10 (24,60%)","1,2992208485",5,"66,10194","70,3961022364","R$ 66,10 (70,40%)","R$ 66,10 (70,40%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
d7TBF0NzQTGPV21pTjg6zQ,verenaferraz26@gmail.com,Admin,PIZZA TUNA ESPECIALE GRANDE,"R$ 105,90",1,44,"144,32","33,8664516129","51,67934","51,67934","48,8001322002","34,3277773256","R$ 51,68 (48,80%)","1,2992208485",5,"48,92566","46,1998677998","R$ 48,93 (46,20%)","R$ 48,93 (46,20%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
9b40xmDqQ9mDHTvca.3Cvw,verenaferraz26@gmail.com,Admin,PIZZA DE ATUM GRANDE,"R$ 98,90",1,44,"144,32","33,8664516129","40,15032","40,15032","40,5968857432","34,3277773256","R$ 40,15 (40,60%)","1,2992208485",5,"53,80468","54,4031142568","R$ 53,80 (54,40%)","R$ 53,80 (54,40%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
S6-PRMWZQ8inGcOCBOFcOw,verenaferraz26@gmail.com,Admin,PIZZA DE CALABRESA COM CATUPIRY GRANDE,"R$ 88,90",1,44,"144,32","33,8664516129","23,09324","23,09324","25,976647919","34,3277773256","R$ 23,09 (25,98%)","1,2992208485",5,"61,36176","69,023352081","R$ 61,36 (69,02%)","R$ 61,36 (69,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
9JoyLDcTShSwgI5Wb61HRg,verenaferraz26@gmail.com,Admin,PIZZA TROPICAL LOMBO GRANDE,"R$ 82,90",1,44,"144,32","33,8664516129","26,7954","26,7954","32,3225572979","34,3277773256","R$ 26,80 (32,32%)","1,2992208485",5,"51,9596","62,6774427021","R$ 51,96 (62,68%)","R$ 51,96 (62,68%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
OhGkSKofRUyAFBzieEuHZg,verenaferraz26@gmail.com,Admin,PIZZA DE PALMITO GRANDE,"R$ 85,90",1,44,"144,32","33,8664516129","23,16632","23,16632","26,9689406286","34,3277773256","R$ 23,17 (26,97%)","1,2992208485",5,"58,43868","68,0310593714","R$ 58,44 (68,03%)","R$ 58,44 (68,03%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
qe9terwNRUSzP1FN8DMmbA,verenaferraz26@gmail.com,Admin,PIZZA DE PERU GRANDE,"R$ 89,90",1,44,"144,32","33,8664516129","26,82156","26,82156","29,8348832036","34,3277773256","R$ 26,82 (29,83%)","1,2992208485",5,"58,58344","65,1651167964","R$ 58,58 (65,17%)","R$ 58,58 (65,17%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
QFlIx.l8SjinJE3jMhctuQ,verenaferraz26@gmail.com,Admin,PIZZA SICILIANA GRANDE,"R$ 89,90",1,44,"144,32","33,8664516129","37,55422","37,55422","41,7733259177","34,3277773256","R$ 37,55 (41,77%)","1,2992208485",5,"47,85078","53,2266740823","R$ 47,85 (53,23%)","R$ 47,85 (53,23%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Q9FbK88YSDWtDoISCJwn3Q,verenaferraz26@gmail.com,Admin,PIZZA NAPOLITANA GRANDE,"R$ 83,90",1,44,"144,32","33,8664516129","25,78004","25,78004","30,7271036949","34,3277773256","R$ 25,78 (30,73%)","1,2992208485",5,"53,92496","64,2728963051","R$ 53,92 (64,27%)","R$ 53,92 (64,27%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Pwva9XCPRhSZcchnusoWzQ,verenaferraz26@gmail.com,Admin,PIZZA DA NONNA GRANDE,"R$ 88,90",1,44,"144,32","33,8664516129","18,72366","18,72366","21,0614848144","34,3277773256","R$ 18,72 (21,06%)","1,2992208485",5,"65,73134","73,9385151856","R$ 65,73 (73,94%)","R$ 65,73 (73,94%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Rot8pjC6QceFTji6WxDu1A,verenaferraz26@gmail.com,Admin,PIZZA MARGUERITA BABBO GRANDE,"R$ 85,90",1,44,"144,32","33,8664516129","16,5759","16,5759","19,2967403958","34,3277773256","R$ 16,58 (19,30%)","1,2992208485",5,"65,0291","75,7032596042","R$ 65,03 (75,70%)","R$ 65,03 (75,70%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
g-tVrFLISOmNdM-spLun7Q,verenaferraz26@gmail.com,Admin,PIZZA PIZZAIOLO GRANDE,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
dMwSPpSFT26CurOCBzV5WQ,verenaferraz26@gmail.com,Admin,PIZZA ABOBRINHA GRANDE,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
IAqPOPfmRteBYuLfuEc4-g,verenaferraz26@gmail.com,Admin,PIZZA PAULISTANA GRANDE,"R$ 84,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"80,655",95,"R$ 80,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
p8VApotJSDSge1DBoyu8mA,verenaferraz26@gmail.com,Admin,PIZZA QUATRO QUEIJOS GRANDE,"R$ 84,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"80,655",95,"R$ 80,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a73g5uSoSsiXnL2xsNvaEA,verenaferraz26@gmail.com,Admin,PIZZA NORDESTINA GRANDE,"R$ 92,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"88,255",95,"R$ 88,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
dT5x8EykS3mJTpyAD9Ki6g,verenaferraz26@gmail.com,Admin,PIZZA PEPPERONI GRANDE,"R$ 92,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"88,255",95,"R$ 88,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ISeeGnx4RP-eqFCbzo3Aww,verenaferraz26@gmail.com,Admin,PIZZA ITALIANÍSSIMA,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
XHZaNSCnTXaAmPYUYvMMwg,verenaferraz26@gmail.com,Admin,PIZZA CAMARÃO COM CREAM CHEEASE,"R$ 138,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"131,955",95,"R$ 131,96 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Uxpdd6f0TIilfgbneLm8IQ,verenaferraz26@gmail.com,Admin,PIZZA CAMARÃO COM CATUPIRY GRANDE,"R$ 138,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"131,955",95,"R$ 131,96 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a.CJoAcd1RJ6JizBW1We0qg,verenaferraz26@gmail.com,Admin,PIZZA BABBO GRANDE,"R$ 99,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"94,905",95,"R$ 94,91 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
x-rSsTwmRouVc6TN6e1c8Q,verenaferraz26@gmail.com,Admin,PIZZA MIGNON BABBO GRANDE,"R$ 115,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"110,105",95,"R$ 110,11 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a.33uz0bSQ36dxF0u1dj2gQ,verenaferraz26@gmail.com,Admin,PIZZA MIGNON CATUPIRY GRANDE,"R$ 110,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"105,355",95,"R$ 105,36 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
lYiY6nc0QWuoE66dOT6EWw,verenaferraz26@gmail.com,Admin,PIZZA IMPERIAL GRANDE,"R$ 95,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"91,105",95,"R$ 91,11 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
TkmcEo41SKCwyQMncZK26g,verenaferraz26@gmail.com,Admin,PIZZA MARGUERITA TRADICIONAL PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
D7HC5ZS0TwynPFjrPogHlQ,verenaferraz26@gmail.com,Admin,PIZZA MUSSARELA PEQUENA,"R$ 56,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"54,055",95,"R$ 54,06 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
jF3a5ugYTTWL.n7NMNtuKg,verenaferraz26@gmail.com,Admin,PIZZA BACON PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
sO6vH0w1SfWkg5uHTx4GoQ,verenaferraz26@gmail.com,Admin,PIZZA PORTUGUESA PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
sP3aUeS9QrCsDKz8-Lpk-g,verenaferraz26@gmail.com,Admin,PIZZA CALABRESA PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
FwYfQKFPTOab.gWxhrsEsA,verenaferraz26@gmail.com,Admin,PIZZA BAIANA PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Pnc6YPBxT42SsKOUSra.vA,verenaferraz26@gmail.com,Admin,PIZZA FRANGO COM CATUPIRY PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
VQUwkNt1SG2W-KbrzVSpGw,verenaferraz26@gmail.com,Admin,PIZZA BROCOLIS PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
bpxLve8QSX-gEesVRxQBPg,verenaferraz26@gmail.com,Admin,PIZZA PAULO COTRIN PEQUENA,"R$ 72,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"69,255",95,"R$ 69,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CKlKVK0CRYi68fMMZoKNQw,verenaferraz26@gmail.com,Admin,PIZZA GORGONZOLA PEQUENA,"R$ 66,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"63,555",95,"R$ 63,56 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
TQFN5h1ETG-yvRqJooS3Xw,verenaferraz26@gmail.com,Admin,PIZZA ESCAROLA PEQUENA,"R$ 68,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"65,455",95,"R$ 65,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
eztsgckPRNGp1U3VyRu5EA,verenaferraz26@gmail.com,Admin,PIZZA ORIENTAL PEQUENA,"R$ 72,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"69,255",95,"R$ 69,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
b7kkfa9mRwWWTyXKmGGRxQ,verenaferraz26@gmail.com,Admin,PIZZA RÚCULA COM TOMATE SECO PEQUENA,"R$ 73,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"70,205",95,"R$ 70,21 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ao30IqV-RyuM05sL6LZehQ,verenaferraz26@gmail.com,Admin,PIZZA TUNA ESPECIALE PEQUENA,"R$ 87,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"83,505",95,"R$ 83,51 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
L3WZCjsOQAaunwwCspnmeQ,verenaferraz26@gmail.com,Admin,PIZZA SUPREMA PEQUENA,"R$ 72,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"69,255",95,"R$ 69,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
QbYtSfusTTCyImCiJiKF5g,verenaferraz26@gmail.com,Admin,PIZZA DE ATUM PEQUENA,"R$ 75,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"72,105",95,"R$ 72,11 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
K7q9bCF5QbCHmMRaUhh0jg,verenaferraz26@gmail.com,Admin,PIZZA DE CALABRESA COM CATUPIRY PEQUENA,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
6Bs-PDkNR3y6B6CFMxcJlw,verenaferraz26@gmail.com,Admin,PIZZA TROPICAL LOMBO PEQUENA,"R$ 66,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"63,555",95,"R$ 63,56 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
VDDEf4J6S9WZuMIHmkmszw,verenaferraz26@gmail.com,Admin,PIZZA DE PALMITO PEQUENA,"R$ 65,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"62,605",95,"R$ 62,61 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
GMfkvqm0TDqpPBAPjpWLFw,verenaferraz26@gmail.com,Admin,PIZZA DE PERU PEQUENA,"R$ 65,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"62,605",95,"R$ 62,61 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
u.SMzMdzSRWEbraNu7xTSg,verenaferraz26@gmail.com,Admin,PIZZA SICILIANE PEQUENA,"R$ 68,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"65,455",95,"R$ 65,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
efW-qXZtTHiFWZ.fgcuzGA,verenaferraz26@gmail.com,Admin,PIZZA NAPOLITANA PEQUENA,"R$ 58,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"55,955",95,"R$ 55,96 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ik5K7Z2nRgyLczgdSx.7Qw,verenaferraz26@gmail.com,Admin,PIZZA DA NONNA PEQUENA,"R$ 64,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"61,655",95,"R$ 61,66 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
d7sYVXJLSw6NzFLY2-CJYA,verenaferraz26@gmail.com,Admin,PIZZA MARGUERITA BABBO PEQUENA,"R$ 63,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"60,705",95,"R$ 60,71 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
2djgv.diQcaRawmhu-6Mag,verenaferraz26@gmail.com,Admin,PIZZA PIZZAIOLO PEQUENA,"R$ 65,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"62,605",95,"R$ 62,61 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ZubxU22pQiulAAU0WYPzaw,verenaferraz26@gmail.com,Admin,PIZZA ABOBRINHA PEQUENA,"R$ 68,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"65,455",95,"R$ 65,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
qVsuYDraSAepL5IbdvlpZA,verenaferraz26@gmail.com,Admin,PIZZA PAULISTANA PEQUENA,"R$ 72,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"69,255",95,"R$ 69,26 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
BvYMraiuSc-ktpB321twCA,verenaferraz26@gmail.com,Admin,PIZZA QUATRO QUEIJOS PEQUENA,"R$ 63,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"60,705",95,"R$ 60,71 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
h4cjDJDySvOtqt3ocP-zgw,verenaferraz26@gmail.com,Admin,PIZZA NORDESTINA PEQUENA,"R$ 68,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"65,455",95,"R$ 65,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
yfNdXLkDQomcgNXxixwIEA,verenaferraz26@gmail.com,Admin,PIZZA PEPPERONI PEQUENA,"R$ 68,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"65,455",95,"R$ 65,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
alyTsGQsSjqq3BkGBGqGiQ,verenaferraz26@gmail.com,Admin,PIZZA ITALÍANISSIMA PEQUENA,"R$ 65,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"62,605",95,"R$ 62,61 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
xunCHotBQj27OeUQhvs3Fg,verenaferraz26@gmail.com,Admin,PIZZA CAMARÃO COM CREAM CHEESE PEQUENA,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
azBXkztVQx25oP1TikVlSQ,verenaferraz26@gmail.com,Admin,PIZZA CAMRÃO COM CATUPIRY PEQUENA,"R$ 66,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"63,555",95,"R$ 63,56 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
whHQJLauSS2BBdbPyhB9VQ,verenaferraz26@gmail.com,Admin,PIZZA BABBO PEQUENA,"R$ 79,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"75,905",95,"R$ 75,91 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
5NWwxf6.S2u1b85fTGcF7g,verenaferraz26@gmail.com,Admin,PIZZA MIGNON BABBO PEQUENO,"R$ 89,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"85,405",95,"R$ 85,41 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CKbOFYNDTqCEGIJ28pKB9Q,verenaferraz26@gmail.com,Admin,PIZZA MIGNON COM CATUPIRY PEQUENA,"R$ 88,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"84,455",95,"R$ 84,46 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Cov3-Vo2RAuCrSPwIw2.tg,verenaferraz26@gmail.com,Admin,PIZZA IMPERIAL PEQUENA,"R$ 75,90",1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"72,105",95,"R$ 72,11 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ovg0dkO8RF2X4a3IrQ-b0w,cassianegonzales12@gmail.com,Admin,Pizza Cheddar com bacon (pequena),"37,99",1,44,"144,32","33,8664516129","9,5201027778","9,5201027778","25,0594966512","34,3277773256","R$ 9,52 (25,06%)","1,2992208485",5,"26,5703972222","69,9405033488","R$ 26,57 (69,94%)","R$ 26,57 (69,94%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
